,text_token
2883,"['bnlopezdearenosa', 'natasha', 'deal', 'specifically', 'barclaycard', 'uk', 'ive', 'tag', 'barclays', 'usxe2x80xa6', 'httpstcoh5enrck3j8']"
2884,"['bmarkdpryan', 'raise', 'dispute', 'transaction', 'online', 'banking', 'when', 'log', 'ixe2x80xa6', 'httpstcoe1a0ppcm5p']"
2885,"['bspiffypenguin24', 'ah', 'ok', 'deal', 'specifically', 'barclaycard', 'uk', 'friends', 'askbarclaysus', 'ablxe2x80xa6', 'httpstcomtxozdwd9t']"
2886,"['bcarlasparkle', 'carla', 'really', 'hear', 'happened', 'youre', 'sort', 'yet', 'we', 'beexe2x80xa6', 'httpstcounlkv1vway']"
2887,"['bbuddjackie', 'jackie', 'confusion', 'cash', 'advances', 'withdraw', 'cash', 'credit', 'cardxe2x80xa6', 'httpstcoodxw3wcoru']"
2888,"['bmichaelgainey1', 'trip', 'cancel', 'book', 'agent', 'contact', 'refund', 'as', 'thexe2x80xa6', 'httpstcovbpjtjljcb']"
2889,"['bartkphotography', 'athur', 'deal', 'specifically', 'barclaycard', 'uk', 'heres', 'link', 'barclaycard', 'germanysxe2x80xa6', 'httpstconqlgx2anzm']"
2890,"['bb33sweat', 'hear', 'check', 'relation', 'barclaycard', 'base', 'uk', 'us', 'kev']"
2891,"['bspiffypenguin24', 'chip', 'really', 'really', 'busy', 'moment', 'can', 'check', 'relation', 'axe2x80xa6', 'httpstcoh8elz7zh8f']"
2892,"['bjackschaedel', 'jack', 'feedback', 'really', 'appreciate', 'were', 'commit', 'help', 'cusxe2x80xa6', 'httpstco1bqwxmuzez']"
2893,"['bpidpoid', 'hey', 'stuart', '247', 'help', 'give', 'shout', 'rach']"
2894,"['bdiodonohue', 'diane', 'cause', 'confusion', 'things', 'change', 'daily', 'work', 'hard', 'toxe2x80xa6', 'httpstcountrbkh1iz']"
2895,"['bl_snowball', 'lucy', 'youre', 'problem', 'get', 'can', 'yell', 'little', 'disputexe2x80xa6', 'httpstcoropv459ihr']"
2896,"['b_jacquelinehugh', 'just', 'bear', 'little', 'longer', 'jacqueline', 'work', 'something', 'roll', 'soon', 'leigh']"
2897,"['bspiffypenguin24', 'chip', 'how', 'help', 'jord']"
2898,"['bmarkdpryan', 'have', 'since', 'able', 'chat', 'someone', 'mark', 'cody']"
2899,"['bmikebryantky', 'massive', 'apology', 'long', 'wait', 'ah', 'thats', 'good', 'so', 'clear', 'axe2x80xa6', 'httpstcomttwa0ihgu']"
2900,"['bmarkdpryan', 'hey', 'mark', 'assure', 'isnt', 'case', 'youve', 'wait', 'long', 'expectexe2x80xa6', 'httpstcoq3csu7tzhp']"
2901,"['bkockykabby', 'please', 'see', 'follow', 'link', 'support', 'barclaycard', 'httpstcoiwvlwd93as', 'overdraft', 'change', 'hexe2x80xa6', 'httpstcodlzbk8iz98']"
2902,"['bkockykabby', 'on', '19th', 'march', 'barclaycard', 'announce', 'wont', 'charge', 'cash', 'advance', 'noxe2x80xa6', 'httpstcoenkq7xetm3']"
2903,"['bkockykabby', 'kabby', 'thank', 'patience', 'today', 'apologise', 'response', 'exceptionxe2x80xa6', 'httpstcody2j5sjnlq']"
2904,"['baitkenallover', 'hey', 'marie', 'thanks', 'message', 'apology', 'long', 'wait', 'weve', 'busy', 'have', 'bexe2x80xa6', 'httpstcotmpqjk1e7l']"
2905,"['bmrjakeandrew', 'oh', 'yes', 'quite', 'emails', 'isnt', 'xf0x9fx91x80', 'head', 'jake', 'stay', 'safe', 'let', 'knxe2x80xa6', 'httpstco22g6rnq8vs']"
2906,"['bb33sweat', 'hey', 'seb', 'thanks', 'message', 'long', 'wait', 'appreciate', 'busy', 'thexe2x80xa6', 'httpstcooylff1mzvb']"
2907,"['bjords261', 'hey', 'jordan', 'long', 'wait', 'appreciate', 'ideal', 'super', 'busy', 'momexe2x80xa6', 'httpstcoadimnhrd0w']"
2908,"['bwexe2x80x99ll', 'work', 'system', 'weekend', 'service', 'wonxe2x80x99t', 'available', 'for', 'full', 'detail', 'updaxe2x80xa6', 'httpstcojy56jx3880']"
2909,"['bdemimcgovern', 'really', 'demi', 'really', 'busy', 'moment', 'wit', 'h', 'current', 'situation', 'werxe2x80xa6', 'httpstcoyoklnnl3nf']"
2910,"['bcarrythegary', 'pop', 'ill', 'let', 'know', 'get', 'do', 'gary', 'cass']"
2911,"['bcarlasparkle', 'really', 'carla', 'sure', 'youre', 'sort', 'might', 'worth', 'call', 'backxe2x80xa6', 'httpstcow8jhkt6cw6']"
2912,"['bkath_peasley', 'ill', 'honest', 'kath', 'unprecedented', 'situation', 'genuinely', 'dont', 'know', 'would', 'work', 'thexe2x80xa6', 'httpstcozgouhdyckd']"
2913,"['btuco2k', 'great', 'news', 'jay', 'letting', 'know', 'youve', 'manage', 'reset', 'cass']"
2914,"['bmarcadavies', 'in', 'case', 'best', 'thing', 'would', 'speak', 'customer', 'service', 'team', '0800', '151', '0900', 'marc', 'cass']"
2915,"['blukebeauchamp', 'luke', 'sorry', 'get', 'back', 'really', 'appreciate', 'feedback', 'thanks', 'forxe2x80xa6', 'httpstco0qfecpoyf7']"
2916,"['bdiodonohue', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'wexe2x80xa6', 'httpstcouqjhg8okvz']"
2917,"['btuco2k', 'does', 'work', 'justin', 'httpstcocrdxboqogq', 'cass']"
2918,"['b_jacquelinehugh', 'jacqueline', 'weve', 'put', 'together', 'lots', 'info', 'httpstcoqmcbwdmyww', 'xf0x9fx91x8d', 'it', 'typicalxe2x80xa6', 'httpstcot0p6qo7ivo']"
2919,"['bjohnmc2323', 'ah', 'thats', 'good', 'know', 'john', 'sorry', 'glad', 'youre', 'sort', 'cass']"
2920,"['bthanks', 'bear', 'xe2x80x93', 'youxe2x80x99ll', 'find', 'quick', 'easy', 'way', 'manage', 'barclaycard', 'atxe2x80xa6', 'httpstcopziokxdnch']"
2921,"['biramahmed79', 'the', 'best', 'thing', 'would', 'give', 'customer', 'services', 'call', '0800', '151', '0900', 'one', 'teaxe2x80xa6', 'httpstcomuboq5ufmv']"
2922,"['bmjes54', 'sorry', 'michael', 'ive', 'make', 'sure', 'feed', 'back', 'can', 'delete', 'tweet', 'asxe2x80xa6', 'httpstcoqxlxfqk4uw']"
2923,"['bvagmole', 'santanderukhelp', 'john', 'think', 'could', 'financially', 'impact', 'covid19', 'youd', 'give', 'uxe2x80xa6', 'httpstcocn0tw12nhg']"
2924,"['bjohnmc2323', 'john', 'extremely', 'busy', 'moment', 'why', 'call', 'help', 'dean']"
2925,"['bf1smasher', 'hey', 'know', 'know', 'error', 'work', 'you', 'via', 'website', 'still', 'youre', 'able', 'login', 'dean']"
2926,"['bjamiee2811', 'british_airways', 'jamie', 'would', 'advise', 'speak', 'ba', 'theyll', 'able', 'give', 'optxe2x80xa6', 'httpstcorij5bclwhk']"
2927,"['bspireitebear', 'hey', 'lee', 'call', 'spend', 'amount', 'card', 'dean']"
2928,"['bianroulstone', 'it', 'look', 'team', 'extremely', 'busy', 'moment', 'hopefully', 'theyll', 'touch', 'shortly', 'dean']"
2929,"['bsnudgebucket', 'respond', 'beverley', 'dean']"
2930,"['bgodfrey_j', 'hey', 'julia', 'extremely', 'busy', 'cant', 'provide', 'exact', 'timescale', 'moment', 'unfortunatexe2x80xa6', 'httpstcoupbjnyx6ct']"
2931,"['bianroulstone', 'do', 'access', 'website', 'you', 'look', 'raise', 'dispute', 'dean']"
2932,"['bteaandagoodbook', 'apologies', 'emily', 'call', 'team', 'check', 'their', 'number', '0800', '16xe2x80xa6', 'httpstcoczzcoxnr5t']"
2933,"['brt', 'barclaysuk', 'alongside', 'hsbc_uk', 'lloydsbank', 'nationwide', 'halifaxbank', 'santanderuk', 'firstdirect', 'tescobanknews', 'aibireland', 'mandsbank', 'naxe2x80xa6']"
2934,"['bnewyorkbretts', 'deal', 'specifically', 'barclaycard', 'uk', 'friends', 'askbarclaysus', 'abxe2x80xa6', 'httpstco9a2bznbuun']"
2935,"['bmattsyl', 'matt', 'deal', 'specifically', 'barclaycard', 'uk', 'friends', 'askbarclaysus', 'able', 'hxe2x80xa6', 'httpstcop4lnasn2oy']"
2936,"['bthevitalspark01', 'gill', 'really', 'wait', 'speak', 'we', 'busy', 'work', 'gexe2x80xa6', 'httpstcoz8ex6ivhjn']"
2937,"['bpayo_madrid', 'juan', 'deal', 'specifically', 'barclaycard', 'uk', 'friends', 'askbarclaysus', 'ablexe2x80xa6', 'httpstcowthpm0ych5']"
2938,"['bmarcadavies', 'to', 'cancel', 'direct', 'debit', 'call', 'contact', 'bank', 'direct', 'debit', 'leave', 'caxe2x80xa6', 'httpstco9fpwnbfdzo']"
2939,"['bianroulstone', 'ian', 'really', 'wait', 'experience', 'high', 'number', 'call', 'imagxe2x80xa6', 'httpstcolozqzrcknw']"
2940,"['brobbarnes09', 'rob', 'help', '247', 'so', 'anytime', 'give', 'shout', 'jord']"
2941,"['bmikebryantky', 'h', 'mike', 'wait', 'did', 'manage', 'get', 'sort', 'andy']"
2942,"['bszabogkris', 'wow', 'kris', 'thats', 'little', 'excessive', 'does', 'happen', 'message', 'send', 'andy']"
2943,"['bthecombatgolfer', 'response', 'weve', 'respond', 'kev']"
2944,"['brjbristow', 'robert', 'heres', 'link', 'info', 'use', 'base', 'rate', 'new', 'cut', 'helxe2x80xa6', 'httpstcok19hrmsvgk']"
2945,"['blouieleeds', 'youre', 'welcome', 'keep', 'post', 'happens', 'let', 'know', 'question', '247', 'kev']"
2946,"['bsarahvalentine7', 'sarah', 'to', 'avoid', 'affect', 'credit', 'score', 'offer', 'would', 'make', 'minimum', 'payment', 'month', 'andy']"
2947,"['b786_khan_123', 'accept', 'symbol', 'indicate', 'text', 'red', 'try', 'use', 'something', 'oxe2x80xa6', 'httpstcoaqcja7qzav']"
2948,"['bsmad2019', 'stephen', 'deal', 'specifically', 'barclaycard', 'uk', 'friends', 'askbarclaysus', 'ablexe2x80xa6', 'httpstcoeog6nsi1uf']"
2949,"['bkatweller', 'thanks', 'get', 'touch', 'this', 'give', 'flexibility', 'still', 'recommend', 'make', 'regular', 'paxe2x80xa6', 'httpstcot2fia4kqyy']"
2950,"['bmrkarlholt', 'we', 'wouldnt', 'able', 'send', 'statement', 'via', 'email', 'its', 'secure', 'enough', 'see', 'it', 'would', 'cxe2x80xa6', 'httpstcoo8oup2mlsw']"
2951,"['bnoelpcurry', 'ill', 'pas', 'feedback', 'noel', 'you', 'keep', 'date', 'date', 'news', 'doxe2x80xa6', 'httpstcoaxjryn3f9q']"
2952,"['bpmartin06', 'pete', 'base', 'rate', 'change', 'standard', 'cash', 'interest', 'rate', 'move', 'line', 'bxe2x80xa6', 'httpstcogemiafaito']"
2953,"['bsimonhogfress', 'can', 'get', 'tablet', 'either', 'have', 'speak', 'app', 'team', '0333', '202', '1035', 'nikki']"
2954,"['bakahnr', 'ali', 'youre', 'position', 'help', 'advice', 'time', 'find', 'mxe2x80xa6', 'httpstcomxkamfjnfj']"
2955,"['bsporterkelly', 'support', 'help', 'get', 'touch', '0800', '046', '8324', 'toxe2x80xa6', 'httpstcoigpu9ungur']"
2956,"['byvettehop', 'hey', 'yvette', 'hear', 'youre', 'situation', 'id', 'recommend', 'get', 'touch', 'teamxe2x80xa6', 'httpstconejrrc7ioy']"
2957,"['bclaytonfamily01', 'go', 'app', 'online', 'account', 'youll', 'see', 'balance', 'transfer', 'oxe2x80xa6', 'httpstcogjv2anaoyi']"
2958,"['bbuddjackie', 'jackie', 'sure', 'mean', 'do', 'mean', 'money', 'transfer', 'this', 'different', 'cash', 'transactxe2x80xa6', 'httpstcowiwxrkxdil']"
2959,"['bcoombem1978', 'al442454', 'matty', 'take', 'look', 'link', 'httpstcoqjilscyhwj', 'raise', 'dispute', 'txe2x80xa6', 'httpstcodkuydpk4iu']"
2960,"['blouieleeds', 'louie', 'really', 'youve', 'service', 'its', 'certainly', 'wed', 'expect', 'hear', 'ixe2x80xa6', 'httpstcopeip3pyjzz']"
2961,"['bmrkarlholt', 'karl', 'log', 'online', 'able', 'turn', 'marketing', 'switch', 'paperless', 'youre', 'finxe2x80xa6', 'httpstcohamuv5ahgu']"
2962,"['bsimonhogfress', 'its', 'likely', 'due', 'regularly', 'access', 'app', 'phone', 'capability', 'usingxe2x80xa6', 'httpstco0zvsejol4t']"
2963,"['brichbishop', 'fsb_policy', 'rich', 'still', 'wait', 'information', 'you', 'keep', 'date', 'furxe2x80xa6', 'httpstcoogboehouel']"
2964,"['bermmaybe', 'keep', 'date', 'update', 'link', 'httpstcoeiwi6vwwwe', 'nikki']"
2965,"['bwizofe', 'hey', 'ioannis', 'also', 'check', 'link', 'advice', 'become', 'available', 'httpstcoeiwi6vwwwe', 'nikki']"
2966,"['bdefaultica', 'tescobankhelp', 'halifaxbank', 'steve', 'youve', 'communication', 'far', 'you', 'find', 'thxe2x80xa6', 'httpstcooonjrn1crz']"
2967,"['bpipusmar', 'clare', 'bank', 'close', 'short', 'period', 'time', 'waivering', 'late', 'payment', 'nexe2x80xa6', 'httpstcobo721no6j6']"
2968,"['busrbinprl', 'youre', 'unhappy', 'resolution', 'youre', 'mother', 'would', 'like', 'reopen', 'complaintxe2x80xa6', 'httpstcotkokw4n0zr']"
2969,"['busrbinprl', 'want', 'check', 'make', 'sure', 'complaint', 'team', 'touch', 'paul']"
2970,"['bleolem54321', 'leo', 'credit', 'limit', 'reduce', 'this', 'change', 'likely', 'already', 'happen', 'prxe2x80xa6', 'httpstcorzhhh4h5kt']"
2971,"['bbrownsafire', 'lovely', 'feedback', 'shemel', 'postcode', 'id', 'love', 'locate', 'advisor', 'pas', 'fexe2x80xa6', 'httpstco4yjxspre31']"
2972,"['bjsonuk', 'jason', 'wont', 'right', 'have', 'recently', 'change', 'billing', 'date', 'bexe2x80xa6', 'httpstcoa4vwwaxlxz']"
2973,"['brmiah10', 'information', 'call', 'see', 'help', 'nxe2x80xa6', 'httpstcoerbp6x0l9w']"
2974,"['bmaureen75836561', 'maureen', 'it', 'take', 'email', 'stop', 'likely', 'werexe2x80xa6', 'httpstco6otch9xxir']"
2975,"['bkrishailes', 'let', 'know', 'kristofer', 'sorry', 'cause', 'frustration', 'certainly', 'intention', 'nikki']"
2976,"['belchevive69', 'soimlikeword', 'thehl5', 'neomort', 'golfergirl305', 'edlatimore', 'chase', 'discovercard', 'txe2x80xa6', 'httpstcogalqmckm7v']"
2977,"['bsimonhogfress', '22', 'have', 'team', 'order', 'new', 'card', 'pin', 'sentry', 'nikki']"
2978,"['bsimonhogfress', 'simon', 'happen', 'have', 'use', 'app', 'quite', 'long', 'time', 'the', 'change', 'havexe2x80xa6', 'httpstcoapkmvzrd3d']"
2979,"['bmateengha', 'martinslewis', 'yomatz', 'keep', 'date', 'information', 'become', 'available', 'thixe2x80xa6', 'httpstcojdsyrjpqaa']"
2980,"['baarongerman13', 'we', 'havent', 'information', 'moment', 'aaron', 'we', 'update', 'customer', 'inxe2x80xa6', 'httpstcoqpixeptpzr']"
2981,"['bpipusmar', 'it', 'would', 'inside', 'branch', 'barclays', 'clare', 'nikki']"
2982,"['bkieranlunn91', 'kieran', 'you', 'print', 'dispute', 'form', 'way', 'go', 'linkxe2x80xa6', 'httpstcob8y0dqgb7a']"
2983,"['bprofmillennial1', 'confirm', 'we', 'would', 'initially', 'advise', 'contact', 'airline', 'should', 'thxe2x80xa6', 'httpstconbsmpllr4v']"
2984,"['bbentate100', 'sure', 'honest', 'ben', 'know', 'longer', 'usual', 'current', 'situation', 'thaxe2x80xa6', 'httpstcokqplgnstwg']"
2985,"['bmjes54', 'michael', 'much', 'id', 'really', 'love', 'share', 'awesome', 'team', 'member', 'helpedxe2x80xa6', 'httpstcoejd1eyptvd']"
2986,"['bcharlotteukcity', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'hxe2x80xa6', 'httpstcoiq81macqlf']"
2987,"['bjorm', 'hey', 'brandon', 'us', 'query', 'askbarclaysus', 'help', 'nikki']"
2988,"['bkrishailes', 'hiya', 'kristofer', 'see', 'youd', 'frustrate', 'apologise', 'didnt', 'want', 'txe2x80xa6', 'httpstcoex4cxbakku']"
2989,"['b786_khan_123', 'thanks', 'get', 'touch', 'youll', 'able', 'use', 'card', 'normal', 'carry', 'thisxe2x80xa6', 'httpstcoc08hsknt53']"
2990,"['bmax_aberle', 'maximilian', 'deal', 'specifically', 'barclaycard', 'uk', 'friends', 'askbarclaysus', 'bexe2x80xa6', 'httpstcomytgy152mf']"
2991,"['bpipusmar', 'clare', 'thanks', 'get', 'touch', 'heres', 'link', 'way', 'pay', 'billxe2x80xa6', 'httpstco9enpz4656u']"
2992,"['bisitgeorge', 'george', 'thanks', 'get', 'touch', 'wed', 'speak', 'securely', 'check', 'option', 'forxe2x80xa6', 'httpstco7tz8ych5mc']"
2993,"['bmdf6701', 'michael', 'thanks', 'get', 'touch', 'the', 'balance', 'transfer', 'offer', 'apply', 'specifically', 'balance', 'trxe2x80xa6', 'httpstcodzzmnwzn25']"
2994,"['bmaruzen52', 'glad', 'hear', 'youve', 'log', 'hear', 'havent', 'hear', 'back', 'when', 'log', 'dxe2x80xa6', 'httpstcoa3hddshm84']"
2995,"['b1guyfromhalton', 'michael', 'hear', 'still', 'havent', 'get', 'see', 'say', '710', 'work', 'day', 'frxe2x80xa6', 'httpstco2z8qponqfn']"
2996,"['brun20204', 'card', 'track', 'base', 'rate', 'pass', 'customer', 'you', 'read', 'morexe2x80xa6', 'httpstcoxxwucd3y6p']"
2997,"['bonetokebloke', 'put', 'measure', 'place', 'help', 'we', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'feesxe2x80xa6', 'httpstcounwthwkqvt']"
2998,"['bmuddyvee', 'really', 'disconnect', 'wait', 'long', 'did', 'manage', 'get', 'baxe2x80xa6', 'httpstcotauzggugny']"
2999,"['bxlaraxrayx', 'oh', 'see', 'please', 'keep', 'post', 'lara', 'apologies', 'work', 'kev']"
3000,"['bxlaraxrayx', 'lara', 'hear', 'youre', 'issue', 'apply', 'online', 'there', 'mass', 'issue', 'procxe2x80xa6', 'httpstcogrz5yo42jg']"
3001,"['brath0x', 'hey', 'rath', 'understand', 'stressful', 'time', 'many', 'people', 'this', 'wonxe2x80x99t', 'charge', 'late', 'pxe2x80xa6', 'httpstcoouchxblzc5']"
3002,"['btashanthompson', 'oh', 'see', 'friend', 'askbarclaysus', 'able', 'help', 'theyre', 'available', 'monday', 'toxe2x80xa6', 'httpstcoccucgztrkm']"
3003,"['bwaukecha', 'our', 'friend', 'askbarclaysus', 'help', 'theyre', 'available', 'monday', 'friday', '9am5pm', 'est', 'nicola']"
3004,"['balisonleannec', 'alison', 'hear', 'were', 'commit', 'help', 'customer', 'time', 'andxe2x80xa6', 'httpstcokawaewretu']"
3005,"['brethinking_kate', 'ah', 'kate', 'sure', 'thats', 'connect', 'try', '448001510900', '24xe2x80xa6', 'httpstcostibqx8jma']"
3006,"['bprofmillennial1', 'hey', 'thanks', 'reach', 'want', 'double', 'check', 'right', 'inxe2x80xa6', 'httpstcoeb05o249at']"
3007,"['brafagonzalezdp', 'hey', 'rafael', 'stand', 'moment', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', 'nxe2x80xa6', 'httpstcoaidl3sacmt']"
3008,"['biand567', 'iain', 'id', 'recommend', 'give', 'internet', 'help', 'desk', 'call', 'look', 'theyre', 'availablexe2x80xa6', 'httpstcohxvwn2zago']"
3009,"['bqprnorm', 'youre', 'welcome', 'norm', 'nikki']"
3010,"['b1goldpltrophy', 'mandsbank', 'hsbc_uk', 'vwukfinancehelp', 'james', 'find', 'date', 'information', 'become', 'avaxe2x80xa6', 'httpstcohvlohbzzth']"
3011,"['bmisskulsoom', 'find', 'date', 'advice', 'page', 'httpstcocei9kdvhgk', 'furxe2x80xa6', 'httpstco0fy4aqadxp']"
3012,"['bkennethenvlaw', 'kenneth', 'find', 'late', 'update', 'regard', 'barclaycard', 'barclays', 'linkxe2x80xa6', 'httpstcooi3kpkn0xi']"
3013,"['brethinking_kate', 'kate', 'access', 'make', 'skype', 'call', 'use', '44800', '111', '777', 'ask', 'transfxe2x80xa6', 'httpstcomomly6yqhw']"
3014,"['bmrkarlholt', 'karl', 'customer', 'barclaycard', 'marketing', 'youre', 'receive', 'nikki']"
3015,"['bnjackson_5', 'nigel', 'measure', 'place', 'protect', 'staff', 'customer', 'include', 'hand', 'sanitisers', 'andxe2x80xa6', 'httpstconeys7hgqtz']"
3016,"['bjasonwa30721137', '22', 'call', '0800', '046', '8324', 'find', 'help', 'lines', 'open', 'every', 'day', '9am', '9pm', 'nikki']"
3017,"['bjasonwa30721137', 'jason', 'youre', 'impact', 'current', 'situation', 'we', 'still', 'sendingxe2x80xa6', 'httpstcoet8nisdszt']"
3018,"['bjaws5thereturn', 'mastercardnews', 'sexc3xa1npatrick', 'uk', 'team', 'discus', 'thisxe2x80xa6', 'httpstcoatrucl5zni']"
3019,"['bmatthewoprfu', 'matt', 'happen', 'youve', 'already', 'spoken', 'please', 'give', 'callxe2x80xa6', 'httpstcosap1wbcsso']"
3020,"['bqprnorm', 'norm', 'dont', 'detail', 'current', 'service', 'level', 'dispute', 'team', 'work', 'way', 'througxe2x80xa6', 'httpstcokkvzn2rvgf']"
3021,"['bpeter_kirkham', 'keep', 'eye', 'thing', 'peter', 'see', 'charge', 'come', 'back', 'nikki']"
3022,"['bbryonyrelihan', 'youre', 'welcome', 'bryony', 'hope', 'youre', 'still', 'target', 'current', 'happening', 'havent', 'scupper', 'yxe2x80xa6', 'httpstcocdozi0tqpe']"
3023,"['bnnekafriedel', 'citibank', 'americanexpress', 'nneka', 'late', 'update', 'us', 'team', 'help', 'please', 'head', 'oxe2x80xa6', 'httpstcoax7kl1kcpz']"
3024,"['bkingjohn26', 'john', 'keep', 'eye', 'page', 'late', 'update', 'httpstcoeiwi6vwwwe', 'nikki']"
3025,"['bdcboyce', 'dahool', 'base', 'rate', 'change', 'standard', 'cash', 'interest', 'rate', 'move', 'line', 'bxe2x80xa6', 'httpstcodntmnns01s']"
3026,"['blolzathon', 'rick', 'statement', 'still', 'go', 'usual', 'think', 'could', 'financially', 'impactedxe2x80xa6', 'httpstcoa0c4ieyuqq']"
3027,"['bmaruzen52', 'shaun', 'youd', 'like', 'speak', 'please', 'give', 'team', 'call', '0800', '151', '0900', 'sxe2x80xa6', 'httpstcolil5qjwepi']"
3028,"['bultimatedjsuk', 'you', 'ask', 'customer', 'service', 'youre', 'able', 'get', 'hold', 'complaints', 'team', 'how', 'lxe2x80xa6', 'httpstconotoxju4b2']"
3029,"['bmattscallan', 'matt', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'findxe2x80xa6', 'httpstcox1rxjcdb3s']"
3030,"['bhaleeeeeeeema', 'wow', 'haleema', 'glad', 'youre', 'ball', 'thats', 'definitely', 'dont', 'use', 'whatsapp', 'doxe2x80xa6', 'httpstco5snde7tmkr']"
3031,"['bfayegmitchell', 'lovely', 'feedback', 'faye', 'youd', 'like', 'pas', 'thanks', 'postcodxe2x80xa6', 'httpstcofu4mcxjtfb']"
3032,"['bkarloshemp', 'karl', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'oxe2x80xa6', 'httpstcocx0mxgjmql']"
3033,"['b786_khan_123', 'nnif', 'think', 'could', 'financially', 'impact', 'covid19', 'information', 'txe2x80xa6', 'httpstcoqz7nyvqasi']"
3034,"['bpeter_kirkham', 'when', 'say', 'sort', 'mean', 'sent', 'another', 'form', 'nikki']"
3035,"['brangern8', 'so', 'happen', 'nate', 'it', 'sound', 'like', 'reset', 'passcode', 'wonder', 'theresxe2x80xa6', 'httpstco29glkwaudg']"
3036,"['bwletterese', 'will', 'dispute', 'team', 'experience', 'high', 'volume', 'call', 'right', 'does', 'involvexe2x80xa6', 'httpstcono3yntqilb']"
3037,"['bultimatedjsuk', 'team', 'try', 'get', 'nikki']"
3038,"['bdunnyboy', 'hey', 'dunny', 'aware', 'issue', 'call', 'team', '0333', '202', '1035', 'look', 'intoxe2x80xa6', 'httpstcozlj9i7nfef']"
3039,"['bkathryncb', 'query', 'argos', 'would', 'contact', 'directly', 'ask', 'limitation', 'nikki']"
3040,"['bkathryncb', 'that', 'would', 'question', 'amazon', 'could', 'answer', 'kathryn', 'my', 'understand', 'load', 'vouchersxe2x80xa6', 'httpstcopzhtnnbibq']"
3041,"['bwendy131uk', 'sorry', 'wendy', 'ill', 'pass', 'feedback', 'appreciate', 'youre', 'hot', 'grammar', 'removexe2x80xa6', 'httpstcocoxmmbfhwr']"
3042,"['bdruid_cat', 'bbcemt', '22', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'findxe2x80xa6', 'httpstcovrdryml5wu']"
3043,"['bdruid_cat', 'bbcemt', 'cat', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', 'next', '90', 'day', 'cxe2x80xa6', 'httpstcoad2vhng60j']"
3044,"['bfor', 'support', 'information', 'manage', 'barclaycard', 'time', 'uncertainty', 'visitxe2x80xa6', 'httpstcolzedk5xhwy']"
